Run,Assay Type,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,AvgSpotLen,Bases,Bytes,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Alias,ENA_CHECKLIST,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,sex,isolate,INSDC_center_alias,AssemblyName,Description,Breed,tissue,BioSampleModel,dev_stage,label,Age,Biomaterial_provider,strain,disease,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,phenotype,body_site,isolation-source,collection_date,Cultivar,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,instrument_model (run),Isolation_source
ERR2731057,WGS,SAMEA4822840,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2744286,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2018-08-10T00:00:00Z,SAMEA4822840,ERP016448,PRJEB14779,299,67258358567,7781618683,2018-08-09,2018-11-16,IS079,ERC000011,UNIBE-IG,2018-08-09T17:03:22Z,2018-08-09T07:09:14Z,public,ERS2642728,ERS2642728,Icelandic,,,,PJAA01,Icelandic - male,,,,,,,,,,,,,,,,,,,,,
ERR2731058,WGS,SAMEA4822841,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2744287,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2018-08-10T00:00:00Z,SAMEA4822841,ERP016448,PRJEB14779,,,,2018-08-09,2018-11-16,EMO004,ERC000011,UNIBE-IG,2018-08-09T17:03:22Z,2018-08-09T07:09:14Z,public,ERS2642729,ERS2642729,Holsteiner,,,,assembly,Holsteiner - female,,,,,,,,,,,,,,,,,,,,,
ERR2731059,WGS,SAMEA4822842,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2744288,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2018-08-10T00:00:00Z,SAMEA4822842,ERP016448,PRJEB14779,,,,2018-08-09,2018-11-16,EMO080,ERC000011,UNIBE-IG,2018-08-09T17:03:22Z,2018-08-09T07:09:14Z,public,ERS2642730,ERS2642730,Holsteiner,,,,assembly,Holsteiner - male,,,,,,,,,,,,,,,,,,,,,
ERR2731060,WGS,SAMEA4822843,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2744289,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2018-08-10T00:00:00Z,SAMEA4822843,ERP016448,PRJEB14779,,,,2018-08-09,2018-11-16,EMO081,ERC000011,UNIBE-IG,2018-08-09T17:03:22Z,2018-08-09T07:09:14Z,public,ERS2642731,ERS2642731,Holsteiner,,,,assembly,Holsteiner,,,,,,,,,,,,,,,,,,,,,
ERR2731061,WGS,SAMEA4822844,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2744290,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2018-08-10T00:00:00Z,SAMEA4822844,ERP016448,PRJEB14779,299,25718710292,3090503934,2018-08-09,2018-11-16,EMO082,ERC000011,UNIBE-IG,2018-08-09T17:03:22Z,2018-08-09T07:09:14Z,public,ERS2642732,ERS2642732,Holsteiner,,,,PJAA01,Holsteiner - female,,,,,,,,,,,,,,,,,,,,,
ERR3628171,WGS,SAMEA6135894,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX3621969,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-11-01T00:00:00Z,ECA0469,ERP016448,PRJEB14779,299,85298877735,11198496162,2019-10-30,2019-10-29,,,,,,,,,,,,,PJAA01,,,,,,,,,,,2019-10-30,2019-10-29,,,,,,,,,,
ERR3628172,WGS,SAMEA6135895,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX3621970,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-11-01T00:00:00Z,ECA0470,ERP016448,PRJEB14779,,,,2019-10-30,2019-10-29,,,,,,,,,,,,,assembly,,,,,,,,,,,2019-10-30,2019-10-29,,,,,,,,,,
ERR3628173,WGS,SAMEA6135896,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX3621971,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-11-01T00:00:00Z,ECA0471,ERP016448,PRJEB14779,300,73640371214,9098265494,2019-10-30,2019-10-29,,,,,,,,,,,,,PJAA01,,,,,,,,,,,2019-10-30,2019-10-29,,,,,,,,,,
ERR3317814,WGS,SAMEA5600769,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3343242,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-05-11T00:00:00Z,SAMEA5600769,ERP016448,PRJEB14779,299,71259689539,7693909436,2019-05-09,2019-05-09,DR035,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2019-05-09T17:03:58Z,2019-05-09T16:04:46Z,public,ERS3404972,ERS3404972,Deutsches Reitpony,,,UNIBE-IG,PJAA01,Deutsches Reitpony - male,,,,,,,,,,,,,,,,,,,,,
ERR2179540,WGS,SAMEA104357335,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235959,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357335,ERP016448,PRJEB14779,202,26923384766,13418408024,2017-10-24,2018-11-16,FM1048,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982313,ERS1982313,Franches-Montagnes,,,UNIBE-IG,GCA_000002305.1,Franches-Montagnes - female,,,,,,,,,,,,,,,,,,,,,
ERR2179541,WGS,SAMEA104357336,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235960,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357336,ERP016448,PRJEB14779,202,41440829442,21355747376,2017-10-24,2018-11-16,FM1625,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982314,ERS1982314,Franches-Montagnes,,,UNIBE-IG,GCA_000002305.1,Franches-Montagnes - male,,,,,,,,,,,,,,,,,,,,,
ERR2179542,WGS,SAMEA104357337,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235961,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357337,ERP016448,PRJEB14779,299,81007870940,24942056435,2017-10-24,2018-11-16,DR033,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982315,ERS1982315,German Riding Pony,,,UNIBE-IG,GCA_000002305.1,German Riding Pony - female,,,,,,,,,,,,,,,,,,,,,
ERR2179543,WGS,SAMEA104357338,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235962,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357338,ERP016448,PRJEB14779,298,51543399977,12039552470,2017-10-24,2018-11-16,WP006,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982316,ERS1982316,Welsh Pony,,,UNIBE-IG,GCA_000002305.1,Welsh Pony - female,,,,,,,,,,,,,,,,,,,,,
ERR2179544,WGS,SAMEA104357339,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235963,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357339,ERP016448,PRJEB14779,284,60643790157,15146783524,2017-10-24,2018-11-16,AV158,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2018-09-06T10:21:54Z,public,ERS1982317,ERS1982317,Arabian,,,UNIBE-IG,GCA_000002305.1,Polish warmblood - male,,,,,,,,,,,,,,,,,,,,,
ERR2179545,WGS,SAMEA104357340,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235964,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357340,ERP016448,PRJEB14779,261,39832472710,10039376236,2017-10-24,2018-11-16,DR011,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982318,ERS1982318,German Riding Pony,,,UNIBE-IG,GCA_000002305.1,German Riding Pony - male,,,,,,,,,,,,,,,,,,,,,
ERR2179546,WGS,SAMEA104357341,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235965,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357341,ERP016448,PRJEB14779,269,44777974582,10326035852,2017-10-24,2018-11-16,EQ053,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982319,ERS1982319,Morgan Horse,,,UNIBE-IG,GCA_000002305.1,Morgan Horse - male,,,,,,,,,,,,,,,,,,,,,
ERR2179547,WGS,SAMEA104357342,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235966,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357342,ERP016448,PRJEB14779,300,50589206451,12473058258,2017-10-24,2018-11-16,HS004_WGA,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982320,ERS1982320,Holsteiner,,,UNIBE-IG,GCA_000002305.1,Holsteiner - male,,,,,,,,,,,,,,,,,,,,,
ERR2179548,WGS,SAMEA104357343,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235967,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357343,ERP016448,PRJEB14779,298,46924230217,11137598328,2017-10-24,2018-11-16,OL008,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982321,ERS1982321,Oldenburger,,,UNIBE-IG,GCA_000002305.1,Oldenburger - male,,,,,,,,,,,,,,,,,,,,,
ERR2179549,WGS,SAMEA104357344,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235968,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357344,ERP016448,PRJEB14779,299,124653252862,29303969733,2017-10-24,2018-11-16,HN001,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982322,ERS1982322,Hannoveraner,,,UNIBE-IG,GCA_000002305.1,Hannoveraner - male,,,,,,,,,,,,,,,,,,,,,
ERR2179550,WGS,SAMEA104357345,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235969,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357345,ERP016448,PRJEB14779,294,46606617697,11593363523,2017-10-24,2018-11-16,WP007,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982323,ERS1982323,Welsh Pony,,,UNIBE-IG,GCA_000002305.1,Welsh Pony - female,,,,,,,,,,,,,,,,,,,,,
ERR2179551,WGS,SAMEA104357346,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235970,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357346,ERP016448,PRJEB14779,300,130941529899,30126513891,2017-10-24,2018-11-16,SAM1574_WGA,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982324,ERS1982324,Arabian,,,UNIBE-IG,GCA_000002305.1,Arabian - female,,,,,,,,,,,,,,,,,,,,,
ERR2179552,WGS,SAMEA104357347,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235971,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357347,ERP016448,PRJEB14779,299,26013791580,6313568451,2017-10-24,2018-11-16,NO180,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982325,ERS1982325,Noriker,,,UNIBE-IG,GCA_000002305.1,Noriker - male,,,,,,,,,,,,,,,,,,,,,
ERR2179553,WGS,SAMEA104357348,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235972,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357348,ERP016448,PRJEB14779,299,65221363844,17536422116,2017-10-24,2018-11-16,HF002,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982326,ERS1982326,Haflinger,,,UNIBE-IG,GCA_000002305.1,Haflinger - female,,,,,,,,,,,,,,,,,,,,,
ERR2179554,WGS,SAMEA104357349,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235973,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357349,ERP016448,PRJEB14779,299,77873554851,21086407771,2017-10-24,2018-11-16,HF003,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982327,ERS1982327,Haflinger,,,UNIBE-IG,GCA_000002305.1,Haflinger - female,,,,,,,,,,,,,,,,,,,,,
ERR2179555,WGS,SAMEA104357350,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235974,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357350,ERP016448,PRJEB14779,299,61747274105,16587916117,2017-10-24,2018-11-16,HF004,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982328,ERS1982328,Haflinger,,,UNIBE-IG,GCA_000002305.1,Haflinger - male,,,,,,,,,,,,,,,,,,,,,
ERR2179556,WGS,SAMEA104357351,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2235975,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357351,ERP016448,PRJEB14779,299,69427888877,19853712925,2017-10-24,2018-11-16,SW033,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982329,ERS1982329,Swiss Warmblood,,,UNIBE-IG,GCA_000002305.1,Swiss Warmblood - male,,,,,,,,,,,,,,,,,,,,,
ERR2203766,WGS,SAMEA104399644,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2258140,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-11-28T00:00:00Z,SAMEA104399644,ERP016448,PRJEB14779,299,71794107234,20017413744,2017-11-23,2018-11-16,TRH056,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-11-23T17:02:55Z,2017-11-23T06:43:10Z,public,ERS2017586,ERS2017586,Trakehner,,,UNIBE-IG,GCA_000002305.1,Trakehner - female,,,,,,,,,,,,,,,,,,,,,
ERR3628174,WGS,SAMEA6135897,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX3621972,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-11-01T00:00:00Z,FM3167,ERP016448,PRJEB14779,299,44818015838,5665719102,2019-10-30,2019-10-29,,,,,,,,,,,,,PJAA01,,,,,,,,,,,2019-10-30,2019-10-29,,,,,,,,,,
ERR1545189,WGS,SAMEA4351934,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1615959,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351934,ERP016448,PRJEB14779,280,103726796158,33925351997,2016-09-11,2018-11-16,RAO440,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263383,ERS1263383,German WarmBlood,,,,GCF_000002305.2,German Warmblood,,,,,,,,,,,,,,,,,,,,,
ERR1021663,WGS,SAMEA3542237,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1100597,Illumina HiSeq 2000,Yak1_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542237,ERP012152,PRJEB10854,196,1395603496,871477743,2015-11-23,2018-11-16,Yak1,ERC000011,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,ERS849386,ERS849386,Yakutian horse,male,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1021664,WGS,SAMEA3542237,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1100598,Illumina HiSeq 2500,Yak1_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542237,ERP012152,PRJEB10854,196,1664018048,979457186,2015-11-23,2018-11-16,Yak1,ERC000011,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,ERS849386,ERS849386,Yakutian horse,male,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1021665,WGS,SAMEA3542237,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1100599,Illumina HiSeq 2500,Yak1_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542237,ERP012152,PRJEB10854,196,3747000012,2428868575,2015-11-23,2018-11-16,Yak1,ERC000011,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,ERS849386,ERS849386,Yakutian horse,male,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1021666,WGS,SAMEA3542237,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1100600,Illumina HiSeq 2500,Yak1_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542237,ERP012152,PRJEB10854,196,4326564760,3004296619,2015-11-23,2018-11-16,Yak1,ERC000011,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,ERS849386,ERS849386,Yakutian horse,male,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1021667,WGS,SAMEA3542237,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1100601,Illumina HiSeq 2500,Yak1_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542237,ERP012152,PRJEB10854,196,4254907160,2902566051,2015-11-23,2018-11-16,Yak1,ERC000011,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,ERS849386,ERS849386,Yakutian horse,male,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1021668,WGS,SAMEA3542237,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1100602,Illumina HiSeq 2500,Yak1_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542237,ERP012152,PRJEB10854,196,3518101216,2331539977,2015-11-23,2018-11-16,Yak1,ERC000011,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,ERS849386,ERS849386,Yakutian horse,male,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1021669,WGS,SAMEA3542237,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1100603,Illumina HiSeq 2500,Yak1_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542237,ERP012152,PRJEB10854,196,3934998116,2618256839,2015-11-23,2018-11-16,Yak1,ERC000011,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,ERS849386,ERS849386,Yakutian horse,male,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1021670,WGS,SAMEA3542237,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1100604,Illumina HiSeq 2500,Yak1_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542237,ERP012152,PRJEB10854,196,3451166236,2239690106,2015-11-23,2018-11-16,Yak1,ERC000011,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,ERS849386,ERS849386,Yakutian horse,male,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1021671,WGS,SAMEA3542237,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1100605,Illumina HiSeq 2500,Yak1_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542237,ERP012152,PRJEB10854,196,3977851360,2677995613,2015-11-23,2018-11-16,Yak1,ERC000011,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,ERS849386,ERS849386,Yakutian horse,male,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1021672,WGS,SAMEA3542237,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1100606,Illumina HiSeq 2500,Yak1_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542237,ERP012152,PRJEB10854,196,3491592804,2275909077,2015-11-23,2018-11-16,Yak1,ERC000011,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,ERS849386,ERS849386,Yakutian horse,male,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1021673,WGS,SAMEA3542237,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1100607,Illumina HiSeq 2500,Yak1_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542237,ERP012152,PRJEB10854,196,3657861172,2385649378,2015-11-23,2018-11-16,Yak1,ERC000011,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,ERS849386,ERS849386,Yakutian horse,male,,,,,,,,,,,,,,,,,,,,,,,,,
